,file,group,subject,condition,window,series,channels
01_RCE_2,01_RCE_2,high,01,RCE,2,"[[-3.41869283e-06 -2.78989816e-06 -2.94647741e-06 ...  4.94331264e-06
   3.20521851e-05  3.19432783e-06]
 [-3.74606991e-06 -2.35676098e-06 -2.44394374e-06 ...  3.45029378e-06
   2.52621403e-05  2.66947913e-06]
 [-3.18521333e-06 -1.44518077e-06 -1.52267814e-06 ...  2.33614850e-06
   2.35775986e-05  2.21385431e-06]
 ...
 [ 3.04685440e-05  1.39091749e-05  9.67111588e-06 ... -1.09084511e-06
  -2.55240479e-05 -6.92866850e-06]
 [-4.01530743e-06 -1.09429359e-06 -1.05937138e-05 ...  2.13744259e-05
  -3.38192863e-05  1.33991356e-05]
 [ 2.69564571e-05  8.91755962e-06  3.40245366e-06 ...  3.91650343e-06
  -6.63199081e-05  1.15214205e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_3,01_RCE_3,high,01,RCE,3,"[[ 1.39983187e-05  1.48018141e-05  9.30240250e-06 ... -1.75099297e-05
   1.99847364e-06 -2.27718620e-05]
 [ 1.13573217e-05  1.16871719e-05  6.58818865e-06 ... -1.25127439e-05
   3.42647147e-06 -1.58192692e-05]
 [ 1.13724165e-05  1.14944735e-05  5.42401171e-06 ... -1.09381809e-05
   4.99432278e-06 -1.31994047e-05]
 ...
 [-2.21148663e-05 -7.63752651e-06 -4.98697090e-06 ... -9.36532593e-06
  -2.08631535e-05 -1.85155869e-05]
 [-4.07710695e-06 -2.11289043e-05  7.34812021e-06 ...  1.16334982e-05
  -2.64261627e-05  1.54763861e-05]
 [-4.56511726e-05 -2.11717548e-05 -2.91649590e-05 ...  1.69116020e-05
  -4.34697294e-06  1.87169895e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_4,01_RCE_4,high,01,RCE,4,"[[-1.20008936e-05 -4.56199598e-06 -1.95834026e-05 ... -6.71469498e-06
  -5.85602582e-07 -9.60824108e-06]
 [-7.43258572e-06 -2.41352463e-06 -1.37221365e-05 ... -4.01550722e-06
  -5.41948318e-07 -6.47276640e-06]
 [-5.06648445e-06 -1.16921592e-06 -1.12683983e-05 ... -4.06675386e-06
  -1.62871099e-06 -6.56114578e-06]
 ...
 [-2.66521111e-05 -2.92487354e-05 -1.73885765e-05 ... -2.62022734e-06
   1.37280786e-06  9.72310245e-07]
 [-8.04734325e-06 -9.10734594e-07  2.02438116e-06 ... -2.69075108e-06
  -1.73918158e-07  7.24415016e-06]
 [-1.15092249e-05 -3.86105270e-05  3.40720606e-06 ...  4.28364830e-05
   4.79774570e-06  5.04899139e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_5,01_RCE_5,high,01,RCE,5,"[[-2.56456447e-06  8.74213314e-06 -6.56663132e-06 ... -7.03726101e-06
  -3.41927075e-06 -9.00688553e-06]
 [-8.27043772e-07  6.84299183e-06 -3.57496548e-06 ... -4.81320763e-06
  -2.31163168e-06 -7.72894526e-06]
 [-9.10107255e-07  5.31855822e-06 -3.36979795e-06 ... -3.83004808e-06
  -1.93811595e-06 -6.90779686e-06]
 ...
 [-1.30744867e-05 -7.45266771e-06 -9.71786880e-06 ... -4.48631716e-06
  -1.46113224e-05  2.36311092e-05]
 [ 4.57478046e-07 -8.02047157e-06  6.71458578e-06 ...  6.88027477e-06
   1.13356037e-05  8.75550747e-06]
 [ 1.41596766e-05 -1.68443756e-05  4.32752190e-05 ...  6.95916653e-06
  -2.81974831e-05  4.32592697e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_6,01_RCE_6,high,01,RCE,6,"[[-7.37202358e-06  4.09232903e-06 -1.00055704e-05 ...  6.61023140e-07
  -1.75381994e-06 -1.51853979e-06]
 [-4.63698673e-06  2.92900515e-06 -7.83452702e-06 ...  8.02452326e-07
   4.03202891e-07 -5.49794137e-07]
 [-3.36078739e-06  3.31975126e-06 -6.93366480e-06 ...  8.06901455e-07
   1.79608071e-06 -1.29510581e-06]
 ...
 [-1.57073240e-05 -6.10819221e-07  1.15863490e-06 ... -5.19712877e-06
  -2.13987598e-05 -1.17964516e-05]
 [ 7.55505657e-06  1.12362790e-06  1.80554028e-05 ...  1.77733958e-06
  -5.73864412e-06  1.90392170e-05]
 [-4.58526325e-06 -2.87562828e-05 -6.04771090e-06 ... -2.23266050e-07
  -7.72297764e-06  8.06492710e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_7,01_RCE_7,high,01,RCE,7,"[[-2.32951069e-06 -7.45231807e-07  1.31484079e-06 ... -6.31464767e-06
   1.35107956e-05 -8.67308331e-06]
 [-4.21330690e-07 -1.91666484e-08  1.49487853e-06 ... -6.15856552e-06
   1.10030909e-05 -8.71562290e-06]
 [ 5.24399102e-07 -9.08478737e-07  1.77578557e-06 ... -7.73694324e-06
   1.11007528e-05 -1.06952915e-05]
 ...
 [-1.43454618e-05 -1.37157297e-05 -8.23859882e-06 ...  1.46836586e-05
  -1.80608444e-05  2.63410931e-05]
 [ 2.22648358e-06  1.10279331e-05  1.12985086e-05 ...  1.01536398e-05
  -3.10206318e-05  2.30920963e-05]
 [ 4.31252193e-06 -7.92788267e-06 -4.88177776e-06 ...  2.61250439e-05
  -4.20096169e-05  3.71117554e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_8,01_RCE_8,high,01,RCE,8,"[[-1.65466800e-07  4.20706606e-06 -1.16026068e-05 ... -1.68998241e-05
   3.49901056e-06 -1.74599991e-05]
 [ 9.58123729e-08  1.72220087e-06 -9.41366100e-06 ... -1.28179817e-05
   3.04854441e-06 -1.31031227e-05]
 [ 2.87240982e-07 -2.64810085e-07 -9.56763935e-06 ... -1.08071918e-05
   3.45862937e-06 -1.17786131e-05]
 ...
 [-2.71593285e-06  7.80945969e-06  6.56484365e-06 ... -4.14768171e-06
  -5.81333256e-06 -3.22868824e-06]
 [-1.68582935e-05  5.20033312e-06  7.93256235e-06 ...  1.31889992e-05
  -1.73678837e-05  2.59569283e-05]
 [ 7.57861376e-06 -7.29558468e-06  3.58080215e-05 ...  7.49449492e-06
  -3.21890283e-06  2.75169277e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_9,01_RCE_9,high,01,RCE,9,"[[-4.66087103e-06 -9.66996193e-06 -1.11468143e-05 ...  2.82474303e-06
  -1.05324249e-05  2.82509953e-07]
 [-2.64639306e-06 -7.51488781e-06 -8.26941872e-06 ...  4.80468225e-06
  -7.30638933e-06  1.60532892e-06]
 [-1.32480943e-06 -6.45296574e-06 -6.43861389e-06 ...  5.70856476e-06
  -7.32365036e-06  2.04155827e-06]
 ...
 [-1.96444416e-05  8.55459881e-06 -1.11157932e-05 ... -3.25751228e-05
  -5.38483238e-06 -2.37811584e-05]
 [ 6.48564148e-06  4.66853094e-06  1.64330139e-05 ... -2.92859268e-05
   8.43237305e-06 -7.51524401e-06]
 [-1.39928360e-05  3.93657417e-05 -8.79916573e-06 ... -2.14571934e-05
   9.78261757e-06 -3.68625832e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_10,01_RCE_10,high,01,RCE,10,"[[-1.20453072e-05 -2.76755238e-06 -1.85858786e-06 ...  3.39153075e-06
  -7.67011452e-06  9.34688187e-06]
 [-7.86245489e-06 -4.33297455e-07  6.95592999e-07 ...  2.94714451e-06
  -5.79161263e-06  8.04342079e-06]
 [-6.89929724e-06  3.96465696e-08  1.29283595e-06 ...  2.50724483e-06
  -5.26265764e-06  7.17374182e-06]
 ...
 [-5.93662310e-06 -1.91017952e-05 -1.91852627e-05 ... -2.63380694e-06
   4.20437098e-06 -1.95088882e-05]
 [ 6.84819603e-06  2.84955239e-06 -1.11514282e-05 ... -1.12200823e-05
  -4.28810692e-06 -2.89105816e-05]
 [ 2.68946838e-05 -2.15938544e-06  1.10085850e-05 ... -5.94410515e-06
   1.06394520e-05 -4.30429726e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_11,01_RCE_11,high,01,RCE,11,"[[-7.10012531e-06 -2.48597398e-07  8.46772099e-06 ...  4.26705408e-06
  -2.28986531e-07 -4.68895054e-06]
 [-4.89824772e-06  5.34181654e-07  7.26285315e-06 ...  3.22123671e-06
  -2.04954553e-06 -4.84595251e-06]
 [-4.18862295e-06  6.22573256e-07  7.21674633e-06 ...  5.02687454e-06
  -2.24007773e-06 -3.98912144e-06]
 ...
 [ 4.17851543e-06 -1.29872780e-05 -1.29825468e-05 ...  3.14397669e-06
   2.40969334e-05  3.02378807e-05]
 [ 2.04626536e-06 -1.16090946e-05 -1.90921478e-05 ... -2.68515625e-05
  -6.61194754e-06 -8.58056164e-06]
 [ 3.32321167e-05 -2.43216724e-05 -2.14762859e-05 ... -5.90701771e-06
  -4.70270824e-06  4.14659424e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_12,01_RCE_12,high,01,RCE,12,"[[ 2.18713117e-06 -1.28553925e-05 -1.41721821e-06 ...  2.45454025e-06
   1.38982840e-05  2.39151840e-05]
 [ 5.15760243e-07 -1.16984339e-05 -7.78715014e-07 ...  7.68655896e-07
   9.88935471e-06  1.80980244e-05]
 [ 8.56475234e-07 -1.07066984e-05  7.16543019e-07 ... -6.57114267e-07
   9.17908478e-06  1.70024185e-05]
 ...
 [-6.26802146e-07  3.88931999e-05  2.76961356e-07 ...  2.24852562e-05
   1.79082947e-05 -4.82259989e-07]
 [ 3.83247280e-06  8.63591385e-06 -2.14602261e-05 ...  1.69969559e-05
  -1.40181608e-05 -1.40688391e-05]
 [-5.49615974e-05  5.06943512e-05  6.03793669e-06 ...  8.61589909e-06
  -2.07699184e-05 -5.36103668e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_13,01_RCE_13,high,01,RCE,13,"[[ 2.90874529e-06  1.38853483e-05 -4.19938028e-07 ...  4.53111696e-06
   5.55459261e-06 -2.38997555e-06]
 [ 1.70686436e-06  1.14952888e-05 -1.57583022e-06 ...  2.30794764e-06
   6.61539888e-06 -2.01796103e-06]
 [ 1.60586870e-06  1.22035885e-05 -2.20666003e-06 ...  2.08897638e-06
   7.87403107e-06 -2.31280231e-06]
 ...
 [ 2.23832512e-05  3.59585643e-06  3.01043968e-05 ...  1.49218903e-05
  -2.57670612e-05 -1.56665313e-06]
 [ 6.43616199e-07 -2.98351517e-05  1.98398666e-05 ...  1.52896285e-06
  -2.16431942e-05  1.42058105e-05]
 [ 1.59175787e-05 -1.02235355e-05  2.10410461e-05 ... -1.92720871e-05
  -9.65562439e-06 -1.49987097e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_14,01_RCE_14,high,01,RCE,14,"[[ 1.76244087e-05 -5.78480482e-06  2.34450746e-06 ...  2.35903215e-06
   2.65660286e-07 -4.69447136e-06]
 [ 1.42101507e-05 -5.25669765e-06  1.53282475e-06 ...  1.36584115e-06
  -1.60649285e-07 -4.14409637e-06]
 [ 1.38737621e-05 -5.79788589e-06  1.75285518e-06 ...  1.22508037e-06
   4.13130641e-07 -4.15090370e-06]
 ...
 [-1.24677963e-05  8.97842884e-06  2.32626677e-06 ...  8.57750034e-06
  -2.29811239e-06  7.55785704e-06]
 [-3.70236359e-05  1.68163548e-05 -3.24462247e-06 ...  1.54858911e-06
   6.92637587e-06  2.27928524e-05]
 [-3.72070465e-05  1.19667327e-06 -2.60753059e-05 ...  7.18233919e-06
  -2.94596691e-05  7.37277746e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_15,01_RCE_15,high,01,RCE,15,"[[-3.08428597e-06  3.17982483e-06 -3.96518755e-06 ...  4.81751871e-06
  -9.43255234e-06 -1.87499976e-06]
 [-1.97011352e-06  2.74716163e-06 -3.66249275e-06 ...  4.44784594e-06
  -7.12251139e-06 -1.40785545e-07]
 [ 1.83951229e-07  2.86979795e-06 -2.37680149e-06 ...  4.99732494e-06
  -6.16886806e-06  1.39497614e-06]
 ...
 [ 2.84148669e-06 -1.70487976e-05  1.71825409e-05 ... -1.64914093e-05
   7.31174231e-06 -1.93411884e-05]
 [-5.87697840e-06  1.44107761e-05  1.57111359e-06 ... -7.71463013e-06
   7.67760658e-06 -3.09922409e-06]
 [ 7.73592854e-06 -3.66038284e-05  2.14512787e-05 ... -3.37596321e-05
   3.18521347e-05 -1.88305988e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_16,01_RCE_16,high,01,RCE,16,"[[-1.00544224e-05  1.11633754e-06  1.22100201e-05 ... -4.85957432e-06
  -4.04983759e-06 -6.79696202e-07]
 [-6.10464811e-06  1.58529472e-06  1.04995050e-05 ... -4.11922663e-07
  -3.17570806e-06  4.39432085e-07]
 [-4.50838757e-06  2.60719657e-06  1.04182596e-05 ...  1.63839746e-06
  -2.77641225e-06  5.23796797e-07]
 ...
 [-1.53311148e-05 -1.27930355e-05 -2.18357201e-05 ... -3.97561836e-05
   2.64381409e-05 -1.92630787e-05]
 [ 1.22993717e-05 -3.48710132e-06 -1.15567503e-05 ...  1.74871218e-06
   4.04225349e-06  1.78031712e-05]
 [ 2.75992470e-05 -1.74994736e-05 -2.37654934e-05 ...  9.63241863e-06
   7.41774063e-05 -2.01280880e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_RCE_17,01_RCE_17,high,01,RCE,17,"[[-2.75846267e-06 -1.59650421e-06 -5.58782053e-06 ... -6.79266024e-06
  -1.26185656e-06 -4.81690550e-06]
 [-2.66995192e-06 -1.10254169e-06 -1.83884203e-06 ... -6.37675428e-06
  -8.80834520e-07 -3.38479614e-06]
 [-2.95693755e-06 -8.42597485e-07 -1.09916854e-06 ... -6.47916698e-06
  -4.77986217e-07 -1.99448371e-06]
 ...
 [ 7.62400150e-06 -9.25808787e-07 -4.18060226e-05 ...  5.68595171e-06
  -1.28032904e-05  6.24967289e-06]
 [ 1.49845963e-05  7.41207743e-06 -3.76971006e-07 ...  2.41163578e-05
   1.10555134e-05  2.17118636e-07]
 [ 1.96546614e-07 -2.61783195e-06 -2.70695305e-05 ...  6.83956385e-06
  -1.58963385e-05  3.31097260e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_0,01_IND1_0,high,01,IND1,0,"[[-4.31851721e-06  1.03235745e-06 -2.87188411e-06 ...  6.77864838e-06
   1.16080818e-05  7.39535809e-06]
 [-4.10398245e-06  9.80345249e-07 -8.12062621e-07 ...  5.68465662e-06
   8.69128227e-06  5.66249275e-06]
 [-4.57958937e-06  1.80788934e-06  8.34625363e-07 ...  5.00654936e-06
   6.29003859e-06  4.70523262e-06]
 ...
 [-7.69295120e-06 -2.26697731e-05 -2.14170475e-05 ... -6.99798059e-06
   1.87088525e-06  5.78400326e-06]
 [ 3.62404060e-05  1.59662361e-05  2.19832325e-06 ... -1.24897270e-05
  -1.32160604e-06 -1.33493052e-05]
 [-1.06195850e-05 -4.51646004e-05  1.25240631e-05 ... -2.18313866e-05
  -1.66559944e-05 -3.87601042e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_1,01_IND1_1,high,01,IND1,1,"[[ 1.31271706e-05  6.45468950e-06  1.13628826e-05 ...  1.73393898e-05
  -4.88518620e-06  9.50325680e-06]
 [ 1.12175045e-05  4.84990597e-06  1.03833036e-05 ...  1.09953508e-05
  -5.27255392e-06  4.83449984e-06]
 [ 1.03426294e-05  3.50858355e-06  9.74899006e-06 ...  9.10422993e-06
  -4.88173866e-06  3.38388324e-06]
 ...
 [-1.78907566e-05  9.98185158e-06 -2.00319729e-05 ...  3.95566597e-05
   3.76971779e-05  3.65257111e-05]
 [-1.74447556e-05 -1.05238237e-05 -2.20981808e-05 ... -8.37044048e-06
   2.15582085e-05  1.18765965e-05]
 [-3.61370468e-05  1.09194174e-05 -1.76627159e-05 ...  3.14430733e-05
   6.66700974e-05  2.80386333e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_2,01_IND1_2,high,01,IND1,2,"[[ 8.83205318e-06 -4.61580038e-06  7.64216995e-06 ... -6.30828142e-07
  -1.06956234e-05  1.09651003e-05]
 [ 6.01999283e-06 -4.59206247e-06  6.15736914e-06 ...  6.06853403e-08
  -8.95425510e-06  8.85843372e-06]
 [ 5.52793789e-06 -3.97541642e-06  6.82507944e-06 ... -1.08773768e-06
  -1.04195299e-05  6.44345474e-06]
 ...
 [ 6.92603683e-06  2.28573799e-05  2.57741839e-07 ... -1.22701330e-05
   6.58793736e-06 -1.57487869e-05]
 [ 7.55164480e-06  1.00854931e-05 -3.69664040e-05 ...  1.23616838e-06
   3.34183617e-05 -4.62114620e-06]
 [-1.97945833e-06  2.64841976e-05  3.11168790e-07 ... -7.70537806e-06
   1.21653690e-05 -2.35378571e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_3,01_IND1_3,high,01,IND1,3,"[[-1.36685476e-05  1.42007911e-06 -1.00090609e-05 ... -5.22286367e-06
  -1.39012995e-05 -2.91408658e-06]
 [-1.00150604e-05  2.85315841e-07 -5.62095833e-06 ... -2.70431614e-06
  -9.51851082e-06  1.76967792e-08]
 [-1.09852171e-05 -1.35278749e-06 -5.55425072e-06 ... -1.66987860e-06
  -8.43165493e-06  1.91900289e-06]
 ...
 [-7.12164927e-06  7.14010763e-06 -2.91481743e-05 ... -4.87213326e-06
  -4.50695658e-06 -8.29560089e-06]
 [ 3.19270744e-05  6.35601807e-06  1.61446285e-05 ...  1.37885976e-06
   1.76042480e-05 -5.72082186e-06]
 [ 2.19418640e-05 -1.04716272e-05  6.71980381e-06 ...  1.74157162e-05
   1.70750980e-05  2.50400295e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_4,01_IND1_4,high,01,IND1,4,"[[-9.90253067e-06  2.51093984e-06 -1.56118917e-05 ...  8.81959140e-07
   8.61038780e-06 -4.49692822e-06]
 [-6.69998837e-06  4.05503559e-06 -1.12812481e-05 ...  1.24893582e-06
   6.14491558e-06 -3.24017692e-06]
 [-5.92025137e-06  5.73922300e-06 -9.83852482e-06 ...  1.09880581e-07
   4.65320396e-06 -4.15918922e-06]
 ...
 [ 1.23067570e-06 -1.75166664e-05  1.01001472e-05 ... -1.53902092e-05
   1.55965984e-06 -1.86587715e-05]
 [ 2.18206596e-05 -2.23771420e-05  1.59996929e-05 ...  2.24670458e-06
  -1.07134295e-05  1.31922960e-05]
 [ 2.22830696e-05 -1.86020839e-06  4.70667686e-05 ...  7.77334499e-06
   5.42700768e-06 -1.30070791e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_5,01_IND1_5,high,01,IND1,5,"[[ 2.43071294e-06 -1.64588475e-06  2.08096671e-06 ... -1.79839172e-05
   9.16334450e-07 -1.74274197e-05]
 [ 1.19393778e-06 -1.60606694e-06  2.83916742e-07 ... -1.41589184e-05
  -3.74291807e-07 -1.36343660e-05]
 [ 6.77064419e-07 -3.43798327e-06 -6.24981165e-07 ... -1.19230995e-05
  -7.90365860e-08 -1.16191483e-05]
 ...
 [ 7.82397747e-06 -2.23265018e-05  1.69697437e-05 ...  6.78354931e-06
   1.31719227e-05  3.35666984e-07]
 [-1.14743125e-06  2.96252136e-05 -2.80611730e-06 ...  6.57818699e-06
  -1.31709242e-05  1.72762451e-05]
 [ 7.30062532e-06 -4.12271919e-05  1.64192200e-05 ...  2.33860245e-05
   1.06878424e-05  1.18845434e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_6,01_IND1_6,high,01,IND1,6,"[[-6.99746132e-06 -7.21624851e-06 -1.40676184e-05 ...  1.23592253e-05
   6.95814276e-06  7.19981813e-06]
 [-6.13807487e-06 -6.00986433e-06 -9.82152271e-06 ...  9.92372036e-06
   6.44410276e-06  5.75903845e-06]
 [-5.25128889e-06 -4.56402111e-06 -7.00252247e-06 ...  8.55856419e-06
   4.45107937e-06  5.26223707e-06]
 ...
 [ 8.26673222e-06 -1.90497530e-06 -5.99848509e-06 ... -2.15382361e-06
  -1.90606823e-05  7.81288767e-06]
 [ 7.57296944e-06  7.70661020e-06 -1.18903255e-06 ... -1.81735630e-05
  -1.81935310e-06 -6.96690321e-06]
 [ 3.77919912e-07 -2.01986675e-05  1.69958534e-05 ...  2.50090742e-06
  -4.82209253e-06  1.60814953e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_7,01_IND1_7,high,01,IND1,7,"[[ 9.77687836e-06  4.73549986e-06  8.81596851e-06 ...  5.57913256e-06
  -5.21987104e-06  5.92129409e-07]
 [ 7.64742994e-06  3.41000652e-06  8.40402603e-06 ...  3.63459539e-06
  -2.81162906e-06 -2.55529463e-07]
 [ 5.06021070e-06  2.84929442e-06  8.49777031e-06 ...  3.72001100e-06
  -1.44453371e-06  9.95477512e-08]
 ...
 [-1.43773813e-05  1.65715942e-05 -1.35262766e-05 ... -1.11604989e-06
  -1.49912004e-05  2.57234216e-06]
 [ 1.25980577e-05 -2.35731244e-06 -2.19448700e-05 ...  5.97567844e-06
   9.66375637e-06  1.53220644e-05]
 [-2.50440712e-05  2.98925209e-05  8.09410858e-06 ... -3.34734116e-05
   1.07296848e-05 -1.62981567e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_8,01_IND1_8,high,01,IND1,8,"[[ 1.45820417e-05 -8.46564579e-06  1.00194807e-05 ... -7.96387529e-06
   1.17414188e-06 -7.28431177e-06]
 [ 1.18136282e-05 -6.40468884e-06  7.11090994e-06 ... -6.21298409e-06
   2.31652308e-06 -5.43991804e-06]
 [ 1.10839415e-05 -5.43862247e-06  6.57764196e-06 ... -4.30008888e-06
   3.93534613e-06 -4.40285587e-06]
 ...
 [-3.31289711e-05 -4.94065619e-06 -5.82018518e-06 ...  8.38399315e-06
  -2.93452911e-05  5.52475572e-07]
 [ 2.51765227e-06  2.57143307e-05 -1.35893850e-05 ... -8.95955753e-06
  -7.75544024e-06 -2.90346146e-06]
 [-7.22735672e-05  2.34955859e-06 -4.61232452e-05 ...  2.22875423e-05
  -2.17220020e-05  2.07472210e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_9,01_IND1_9,high,01,IND1,9,"[[ 7.68043008e-09 -6.12412977e-06 -6.25491238e-06 ... -6.51781750e-06
  -4.04066801e-06 -8.93636417e-06]
 [ 5.44051349e-07 -3.78428698e-06 -4.55449533e-06 ... -5.91713762e-06
  -1.77077067e-06 -7.63464355e-06]
 [ 1.29107118e-06 -1.88766825e-06 -3.42847776e-06 ... -6.22187662e-06
  -1.46572560e-07 -8.17622566e-06]
 ...
 [-1.45897818e-05 -1.17779150e-05 -2.05008364e-06 ...  3.92162514e-06
  -1.02628183e-05  1.12365685e-05]
 [-3.16786742e-06 -1.01655512e-05 -8.65782261e-06 ...  2.50948963e-05
  -1.15203597e-07  2.43837185e-05]
 [-7.18247795e-06  1.35899401e-05  1.42129822e-05 ... -8.91266918e-06
   2.14607697e-05  2.23620033e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
01_IND1_10,01_IND1_10,high,01,IND1,10,"[[ 1.48313677e-06 -8.08208466e-06  2.55894876e-06 ... -8.12799263e-06
   6.68485343e-07  3.45782697e-07]
 [ 1.22722805e-06 -5.82949352e-06  1.31362057e-06 ... -4.36359787e-06
   4.16271597e-07  1.26758814e-06]
 [ 8.35960209e-07 -4.48630571e-06  6.02883458e-07 ... -3.23020577e-06
  -1.30648720e-06  1.15675056e-06]
 ...
 [-3.61594892e-06  9.26729500e-07 -7.74373531e-06 ... -1.67377987e-05
  -9.77928543e-06 -8.64152431e-06]
 [ 1.42115331e-06  7.82615137e-06  1.13203678e-05 ...  3.55296820e-07
   2.29187183e-05 -1.41455793e-05]
 [-2.84489363e-07  2.59337635e-05 -3.47846603e-05 ...  1.20631924e-05
  -2.87192459e-05 -1.03776598e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
