,file,group,subject,condition,window,series,channels
14_NH_3,14_NH_3,high,14,NH,3,"[[ 2.50821495e-06  1.88038671e-06  5.17745972e-07 ... -3.56898260e-06
  -1.94004703e-06  6.83043182e-07]
 [-3.94082475e-06 -2.52956843e-06 -7.56734490e-07 ...  4.87729788e-06
   6.25659657e-06  8.17107391e-06]
 [-7.20168352e-06 -8.41542816e-06 -5.73913813e-06 ...  5.98519385e-07
  -3.91500974e-06 -2.95643497e-06]
 ...
 [-9.87906516e-07 -3.17583108e-06  2.18083787e-06 ...  3.37808752e-06
  -5.57876158e-06 -8.07402551e-07]
 [ 1.37306992e-08  3.48035550e-06 -3.31223226e-06 ...  2.08919024e-06
  -2.87627840e-06 -3.13285828e-07]
 [-5.32161295e-07 -7.47717023e-07  4.40476775e-07 ...  1.37687957e-06
   3.78307176e-06 -2.60998964e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_4,14_NH_4,high,14,NH,4,"[[-2.77122760e-06 -2.32197142e-06 -4.83383179e-06 ... -2.08260679e-06
  -4.11625576e-06 -6.67389965e-06]
 [ 5.55653000e-06  9.39660168e-06  7.50139666e-06 ...  1.60759983e-05
   1.43960857e-05  1.83971882e-05]
 [-2.58953094e-06  1.33204472e-06 -5.23035145e-06 ... -2.35673237e-06
  -3.55862594e-06  4.44951725e-06]
 ...
 [-4.32144260e-06  3.79448444e-07 -5.89507103e-06 ...  2.14622140e-06
   7.10498476e-06 -2.31010246e-06]
 [-5.92918110e-06 -4.47041988e-06  2.34561756e-07 ...  6.50977135e-07
   2.63597631e-06 -2.42923999e-06]
 [ 5.41835785e-06 -6.88881278e-07  5.23590374e-06 ... -7.04263031e-07
   2.12732244e-06 -6.69008732e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_5,14_NH_5,high,14,NH,5,"[[-7.50097752e-06 -2.01985908e-06 -3.82933640e-06 ... -7.63652897e-06
  -2.94567156e-06 -8.32755661e-06]
 [ 1.88415279e-05  1.37701168e-05  1.39459906e-05 ...  8.54794502e-06
   7.65995836e-06  6.85028410e-06]
 [ 8.35348129e-06 -4.18363190e-06 -5.32582855e-06 ...  5.83262622e-07
  -3.43491483e-06 -3.90281439e-06]
 ...
 [-8.25011444e-06  1.69705778e-07  1.37969971e-06 ... -6.19295454e-06
  -4.60077238e-06 -1.56738734e-06]
 [-1.28919868e-05 -3.23001862e-06 -7.95742214e-07 ... -1.35193563e-06
  -2.78833199e-06  1.24625981e-06]
 [ 1.54338527e-06  8.72996986e-07  2.00939417e-06 ...  4.65909958e-06
   1.51787210e-06  6.66947079e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_6,14_NH_6,high,14,NH,6,"[[-6.61961508e-06 -8.59252834e-06 -6.82642937e-06 ... -4.50085831e-06
  -3.66873455e-06 -1.90230095e-06]
 [ 7.50082350e-06  4.92292786e-06  5.51272678e-06 ... -2.27496862e-06
  -3.43324518e-06 -1.37911534e-06]
 [ 1.55983198e-06 -2.68666148e-06 -2.31929779e-06 ... -7.52571464e-07
  -1.56575847e-06 -1.41614354e-06]
 ...
 [-8.87883186e-06 -3.79678607e-06 -9.08159351e-06 ... -1.23930253e-07
  -5.36882210e-06  1.83463228e-06]
 [-1.20868933e-06  9.63778608e-09 -1.31801379e-06 ...  3.72859836e-06
  -3.94998074e-07  1.97839487e-06]
 [ 1.65409231e-06  8.63605213e-06  5.89445591e-06 ...  1.22492576e-06
   4.69366360e-06  1.74974382e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_7,14_NH_7,high,14,NH,7,"[[ 1.52274191e-06  8.83032024e-07  1.52134389e-07 ... -1.28251734e-05
  -1.03396263e-05 -1.01339836e-05]
 [ 8.60509634e-07 -2.99624175e-07  9.71227765e-07 ... -1.05332308e-05
  -1.20374250e-05 -1.45784979e-05]
 [ 6.59435868e-07  8.94452393e-07  1.01772320e-06 ...  1.25450754e-05
   6.70120525e-06  7.61341572e-06]
 ...
 [-3.12835097e-06 -1.78246176e-06  9.00839329e-06 ... -1.58212700e-05
  -9.38961697e-06 -9.58055687e-06]
 [-4.02447653e-06 -2.96946263e-06 -1.57210720e-06 ...  1.92435217e-06
   1.01584804e-06  6.63071275e-07]
 [-2.80607231e-08  1.41050220e-06  2.33619475e-06 ... -5.23362207e-06
  -3.42879200e-06 -4.04323578e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_8,14_NH_8,high,14,NH,8,"[[-6.89919710e-06 -1.17005138e-05 -9.00541401e-06 ...  4.29710239e-07
   4.23650789e-06  2.96870232e-06]
 [-1.52288246e-05 -1.44012737e-05 -1.36588078e-05 ... -1.92298043e-06
  -3.83414602e-06 -1.50678027e-06]
 [ 8.61820316e-06  1.22817936e-05  7.91916132e-06 ...  2.35785499e-07
  -1.57351172e-06 -2.44564128e-06]
 ...
 [-8.49856949e-06 -1.24375515e-05 -8.22391701e-06 ...  2.58833480e-06
  -1.37336433e-07  1.88117671e-06]
 [-1.26029477e-07 -5.72489452e-06 -3.48794198e-06 ... -2.09282255e-06
  -4.15467358e-06 -1.88886428e-06]
 [-7.78002024e-06 -3.45765924e-06 -4.35453129e-06 ...  8.06680024e-07
   7.31291831e-07 -5.33769131e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_9,14_NH_9,high,14,NH,9,"[[ 3.62888384e-06  3.13854861e-06  1.48073101e-06 ...  2.52027488e-06
  -3.91661644e-06  1.94449711e-06]
 [-8.10322285e-06 -5.51205444e-06 -5.16633034e-06 ...  1.60893947e-07
   6.24075592e-07  2.97879171e-06]
 [-4.86287832e-07 -2.13775444e-06  3.07751179e-06 ... -2.95304805e-07
   2.01301956e-06  1.74865139e-06]
 ...
 [ 1.26042235e-06  4.07812214e-06 -3.63578987e-06 ... -3.49004841e-06
  -3.75352407e-06 -1.43464163e-07]
 [ 2.37618595e-07 -7.32145691e-06 -4.05303574e-06 ... -3.21659780e-06
   2.00815901e-07 -2.42218658e-07]
 [-1.21474075e-06  3.66219759e-06 -1.02953827e-06 ... -3.99527526e-06
   1.63546526e-06 -6.95160007e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_10,14_NH_10,high,14,NH,10,"[[ 1.00760758e-06  3.11126733e-06 -3.12615633e-07 ...  8.16463280e-06
   6.58833790e-06  7.34424400e-06]
 [-4.32121515e-06  2.30014896e-06 -1.24883139e-06 ...  6.16508436e-06
   4.35342407e-06  4.95875692e-06]
 [-3.89186740e-06 -1.19481206e-06  2.55018139e-06 ... -5.61571980e-06
  -4.96638346e-06 -5.07666636e-06]
 ...
 [ 1.41878033e-06  1.38889265e-06 -2.63848901e-07 ...  2.07522678e-06
   5.78913879e-06  4.22950840e-06]
 [ 2.18701649e-06  4.06041527e-06  7.31280267e-07 ...  1.06051493e-06
  -4.86119652e-06 -3.19784904e-06]
 [ 3.29744101e-06 -7.00334120e-06 -5.90728939e-07 ... -2.32291150e-06
   4.06392336e-06  1.11664236e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_11,14_NH_11,high,14,NH,11,"[[ 7.37641001e-06  9.55899143e-06  1.28072367e-05 ...  7.04722261e-06
   1.00530577e-05  5.53705931e-06]
 [ 6.27776909e-06  7.48875427e-06  8.53879261e-06 ...  2.95680451e-06
   1.33728421e-06  6.59417439e-06]
 [-4.15857363e-06 -5.54412365e-06 -6.83024025e-06 ... -2.45585227e-06
  -2.40419722e-06 -2.64414644e-06]
 ...
 [ 1.49704874e-06  3.69097662e-06  3.87656236e-06 ...  9.87243938e-06
   9.54303265e-06  9.40400124e-06]
 [-7.29149199e-06 -6.28166389e-06 -8.88603115e-06 ... -4.60143900e-06
  -1.07438498e-05 -1.10107803e-05]
 [-2.51667738e-07 -1.75050592e-06 -3.14658070e-06 ...  7.30875301e-06
   5.68721151e-06  9.59390926e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_12,14_NH_12,high,14,NH,12,"[[ 6.71801519e-06  3.98905945e-06  6.18537569e-06 ...  3.11643338e-06
   4.21174288e-06 -4.81285959e-07]
 [ 8.97291946e-06  5.85029125e-06  7.12742138e-06 ...  7.61556196e-06
   7.41153193e-06  1.40951729e-05]
 [ 3.24743605e-06  2.09439826e-06  4.79696417e-06 ... -5.25364161e-06
  -2.99533057e-06  4.17256021e-06]
 ...
 [ 5.14077425e-06  4.90143824e-06  7.18488216e-06 ...  3.58701229e-06
   7.27102900e-06  1.19014573e-06]
 [-9.99935722e-06 -9.57615948e-06 -4.97861242e-06 ... -1.51112235e-06
  -2.25549364e-06 -6.07339334e-06]
 [ 2.75072169e-06  5.27799702e-06 -2.71963787e-06 ...  3.55455875e-06
   1.61896098e-06  1.46485591e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_13,14_NH_13,high,14,NH,13,"[[-3.12249112e-06  2.33148193e-06  7.94311538e-08 ... -6.60420465e-06
  -3.54505491e-06 -3.93908644e-06]
 [ 1.43588552e-05  1.20694704e-05  1.53847218e-05 ...  1.76415482e-05
   1.71061306e-05  1.63813972e-05]
 [ 1.29713612e-05  5.58157253e-06  1.21609211e-05 ... -7.53392279e-07
   4.55781937e-07 -3.45310664e-06]
 ...
 [-6.12854815e-06  4.34360218e-06 -1.37596536e-06 ... -8.05140972e-06
  -8.48754120e-06 -8.98624229e-06]
 [-9.75121498e-06 -5.26187706e-06 -6.23327303e-06 ...  8.24401498e-07
   8.34292650e-07  2.47288442e-06]
 [-7.20393538e-07 -2.18404484e-06 -5.20960283e-06 ...  5.22956371e-07
  -3.24381685e-06  1.94585994e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_14,14_NH_14,high,14,NH,14,"[[-4.08175135e-06 -5.64444160e-06 -4.09248972e-06 ... -5.66479301e-06
  -9.11303282e-07 -7.00674295e-07]
 [ 1.21290617e-05  1.19745865e-05  1.13160429e-05 ...  1.35578508e-05
   6.47657251e-06  7.04583883e-06]
 [-2.64032507e-06 -1.35710633e-06 -2.55258822e-06 ...  4.06338990e-07
  -1.05703011e-05 -9.54053307e-06]
 ...
 [-5.84175920e-06 -1.26673975e-05 -9.07526588e-06 ... -8.36716843e-06
  -2.03493357e-06  9.60086048e-07]
 [ 3.64751959e-06 -1.02226868e-07  5.78174877e-06 ... -3.14497280e-06
   8.83899879e-06  2.99065661e-06]
 [ 1.04121912e-06  4.35354328e-06  3.59986156e-07 ... -5.63645184e-07
   5.29650673e-08  8.66789281e-07]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_15,14_NH_15,high,14,NH,15,"[[-2.21453595e-06  1.39278626e-06 -4.03174782e-06 ... -9.29484272e-06
  -9.85247326e-06 -5.67088652e-06]
 [ 7.23744678e-06  3.68998027e-06  8.96549511e-06 ...  5.02173138e-06
   5.24486971e-06  8.02625179e-06]
 [-6.70737600e-06 -1.29499969e-05 -4.87314415e-06 ...  8.58485317e-06
   5.15219927e-06  8.07623386e-06]
 ...
 [ 1.79344997e-07  1.08287468e-05  1.64530206e-06 ... -3.81740117e-06
  -1.12258470e-06 -7.66877270e-06]
 [ 6.99466896e-06  5.86086130e-06  7.80054140e-06 ...  1.27922659e-05
   9.94430065e-06  4.83368015e-06]
 [ 3.45053345e-07  2.27256870e-06  8.12128067e-07 ... -4.47138309e-06
  -2.37568402e-06 -8.22809601e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_16,14_NH_16,high,14,NH,16,"[[-7.99542093e-06 -8.39234924e-06 -1.45506163e-05 ...  4.89346057e-07
  -2.26943612e-06  2.85791665e-07]
 [ 3.19210505e-06  8.08614063e-06  1.09135942e-05 ...  7.73920679e-06
   3.93934417e-06  1.49247432e-06]
 [ 3.08524466e-06  1.06616726e-05  1.61053982e-05 ... -6.73571062e-06
  -9.23566628e-06 -1.26720524e-05]
 ...
 [-9.25723743e-06 -7.34395170e-06 -1.44557581e-05 ... -8.78017139e-06
  -3.26202178e-06  2.11082768e-06]
 [ 8.93527508e-06  3.05208731e-06  6.59804821e-06 ... -2.97248816e-06
  -5.09118605e-06 -1.44209102e-07]
 [-9.90947366e-07 -6.52386522e-06 -5.77580118e-06 ... -9.22115564e-07
   7.09877300e-06  6.23169470e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_NH_17,14_NH_17,high,14,NH,17,"[[-1.08337951e-06 -2.85785985e-06 -3.67896438e-07 ... -7.33584285e-07
   2.47420013e-07 -3.33787799e-06]
 [-5.44274561e-08  1.36988640e-07  3.02051687e-06 ...  5.45859861e-06
   5.12573910e-06  4.10016203e-06]
 [-1.18169050e-05 -1.28114386e-05 -1.22145023e-05 ... -7.19577134e-07
   3.67916608e-06 -6.44435406e-07]
 ...
 [-3.88548183e-06 -9.72985923e-07 -3.49166965e-06 ...  5.59133947e-07
  -3.82604551e-06 -9.89445877e-06]
 [-8.83399785e-07 -4.91078585e-07 -4.46520686e-07 ... -4.95398474e-06
  -1.67712986e-06  8.22800446e-06]
 [ 8.21994781e-06  1.09822865e-05  5.37481594e-06 ...  9.01390851e-07
  -4.61705303e-06 -1.35156703e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_0,14_POST_0,high,14,POST,0,"[[-3.44414663e-06 -2.95496488e-06  4.40684147e-08 ... -5.11735058e-06
  -4.32440758e-06 -4.76386547e-06]
 [ 3.65591860e-06  1.92076135e-06  1.70590305e-06 ... -1.52397327e-05
  -1.41422014e-05 -1.45846157e-05]
 [ 9.07507420e-07  5.24105802e-08  2.28139400e-06 ... -6.49743700e-06
   1.23283672e-06  3.93446064e-06]
 ...
 [-1.04848623e-05 -1.73969901e-06 -5.50361681e-06 ...  3.09037781e-06
  -6.36215067e-06 -5.74940729e-06]
 [ 4.09651041e-06  9.95844841e-06  2.30745888e-06 ...  2.18733215e-05
   1.73727703e-05  1.50545263e-05]
 [-1.21123981e-06 -1.73448336e-06 -5.76481533e-06 ...  8.84320259e-07
  -4.93699408e-06 -5.31326008e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_1,14_POST_1,high,14,POST,1,"[[-4.52218151e-06 -3.71409130e-06 -2.43937421e-06 ... -1.01465988e-05
  -8.26803875e-06 -5.89579678e-06]
 [-1.65184746e-05 -1.82390862e-05 -1.80720539e-05 ... -8.80411625e-06
  -1.11800289e-05 -7.93087006e-06]
 [ 3.97688985e-06 -2.10282159e-06 -4.34586495e-07 ... -2.13033772e-06
  -2.35709071e-06  8.78075480e-07]
 ...
 [-3.73050427e-06  5.78451753e-07 -9.22907948e-07 ... -2.96727443e-06
  -3.09163523e-06 -6.48237991e-06]
 [ 1.53279285e-05  1.71105671e-05  1.85093079e-05 ...  1.40788555e-05
   1.80043488e-05  1.11160316e-05]
 [-5.50796032e-06 -3.02196288e-06 -7.58502817e-06 ...  7.37882137e-06
   5.36238623e-06  2.08165312e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_2,14_POST_2,high,14,POST,2,"[[-4.58496094e-06 -7.65914202e-06 -8.96271992e-06 ... -7.26101398e-06
  -7.96089268e-06 -9.35248566e-06]
 [-7.13931322e-06 -8.81917191e-06 -7.28807068e-06 ... -1.16125441e-05
  -1.26220760e-05 -8.01512241e-06]
 [-1.70733526e-07 -2.42898315e-07  3.72659874e-06 ... -1.15543270e-05
  -1.07402229e-05 -7.10490036e-06]
 ...
 [-6.20537472e-06 -6.71061659e-06 -7.94206429e-06 ... -8.46978664e-06
  -1.00176156e-06 -1.08829613e-05]
 [ 1.28856773e-05  1.38606958e-05  6.81536484e-06 ...  2.98298492e-05
   2.06442280e-05  1.94023228e-05]
 [ 6.64133906e-07  3.59225941e-06  4.96664476e-06 ...  4.92474365e-06
   8.13375378e-06  6.42095375e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_3,14_POST_3,high,14,POST,3,"[[-8.20297146e-06 -6.00599575e-06 -7.12471533e-06 ... -7.22462940e-06
  -7.94496346e-06 -6.39135838e-06]
 [-7.25539684e-06 -6.35834932e-06 -1.25042658e-05 ... -1.45482988e-05
  -1.31969681e-05 -1.01737537e-05]
 [-1.03474236e-05 -6.76582050e-06 -1.35918732e-05 ...  2.21606135e-07
   3.09302449e-06  8.04700089e-06]
 ...
 [-1.11488476e-05 -1.23029461e-05 -5.93965197e-06 ... -5.29022336e-07
  -3.48011208e-06 -4.93874216e-06]
 [ 1.96473103e-05  1.78722725e-05  2.66509724e-05 ...  1.70731411e-05
   1.69347343e-05  1.66820087e-05]
 [ 7.37382269e-06  1.52822256e-06  7.51964426e-06 ... -6.59463406e-07
  -1.79838002e-06 -9.00071144e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_4,14_POST_4,high,14,POST,4,"[[-6.53072262e-06 -3.07794833e-06 -5.09872389e-06 ...  3.22988725e-06
   6.24205589e-06  3.57926464e-06]
 [-1.31565571e-05 -9.57353687e-06 -9.02238941e-06 ... -2.45185108e-05
  -2.05236759e-05 -2.43532047e-05]
 [ 2.02016759e-06  7.54987764e-06  1.02004061e-05 ...  1.93214417e-06
  -1.07424068e-06 -2.05232692e-06]
 ...
 [-3.84944081e-06 -6.27439737e-06 -6.39892292e-06 ...  3.97051001e-06
   7.59459400e-06  1.52472782e-06]
 [ 1.88528519e-05  1.36542978e-05  1.33066931e-05 ...  1.13044834e-05
   5.24567509e-06  9.78904819e-06]
 [-3.27216172e-06 -1.13641415e-05 -1.01729460e-05 ... -1.08812542e-05
  -1.11646729e-05 -9.12635708e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_5,14_POST_5,high,14,POST,5,"[[ 2.83389568e-06  4.22133923e-06  4.15931606e-06 ... -4.61250877e-06
  -6.94205999e-06 -5.55999994e-06]
 [-2.04216175e-05 -2.47607155e-05 -2.63294849e-05 ... -1.62501030e-05
  -1.63418732e-05 -9.55595589e-06]
 [ 1.23178267e-06 -4.07628870e-06 -4.40239954e-06 ...  2.91812837e-07
  -7.41171181e-07  6.98615170e-06]
 ...
 [-1.81112576e-06  2.71676326e-06  5.36527538e-06 ... -2.55653167e-06
  -4.55292463e-06 -1.01913843e-05]
 [ 7.73993540e-06  1.30651932e-05  5.47173405e-06 ...  1.00821371e-05
   5.64152098e-06  3.84877610e-06]
 [-1.18705225e-05 -1.00169373e-05 -5.42629576e-06 ... -5.38521147e-06
  -5.80276847e-07 -1.06060638e-05]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_6,14_POST_6,high,14,POST,6,"[[-3.27223253e-06 -3.22164202e-06 -2.53153563e-06 ...  1.29249346e-06
  -3.04028213e-07 -3.26510876e-07]
 [-1.25699377e-05 -1.27221613e-05 -1.20836992e-05 ... -1.75164533e-06
  -1.58785474e-06 -1.92407596e-06]
 [ 3.45814681e-06 -8.67810249e-07 -2.10996675e-06 ... -2.84037900e-06
  -1.29208732e-06 -9.30810452e-07]
 ...
 [ 2.21216989e-06 -2.15171480e-06 -1.10176551e-06 ... -1.66648924e-06
  -3.67263842e-06 -2.66226459e-06]
 [ 1.74753916e-06  3.66148901e-06  3.17047000e-06 ... -9.17981744e-07
   2.73261356e-06  1.33782125e-06]
 [-7.63705015e-06 -6.22276831e-06 -5.33115244e-06 ...  1.37948620e-06
  -3.23787063e-07  1.12421679e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_7,14_POST_7,high,14,POST,7,"[[ 3.10028970e-07  2.56353307e-06 -5.71121216e-07 ... -9.43097532e-07
  -1.04683042e-06  2.92775583e-06]
 [ 2.37201977e-06  1.38360453e-06  2.47668624e-06 ... -1.72132063e-06
  -1.55788124e-06  2.57960939e-06]
 [ 3.97724438e-06  4.33210421e-06  1.93672359e-06 ... -2.44982615e-08
  -5.97425842e-06  1.26475084e-06]
 ...
 [-4.60457563e-06 -1.99373198e-06 -1.77752447e-06 ...  3.98914576e-06
   9.80776691e-06 -1.28290701e-06]
 [-6.62578440e-06 -4.88649702e-06 -2.49256301e-06 ...  7.42897558e-06
   5.52821541e-06 -2.20507574e-06]
 [-3.61813760e-06 -5.98018551e-06 -5.14877856e-07 ...  4.52007324e-07
   4.89695978e-06 -4.33842611e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_8,14_POST_8,high,14,POST,8,"[[-6.30903337e-09  2.33642316e-06  1.77631199e-06 ...  6.63000393e-06
   1.02285824e-05  9.62355518e-06]
 [-3.46269679e-06  1.16017592e-06  4.94773006e-06 ...  9.58096027e-06
   9.59910488e-06  1.07895622e-05]
 [-2.17169809e-06  2.16366634e-07  6.65740442e-06 ... -5.59153700e-06
  -4.48558998e-06 -7.27266884e-06]
 ...
 [ 4.41489983e-06 -2.26471043e-06 -4.35596514e-06 ...  1.33988657e-05
   1.14920416e-05  1.08024282e-05]
 [-1.20352030e-06 -1.74898493e-06 -1.15912094e-05 ... -8.85758686e-06
  -8.27881622e-06 -8.86314106e-06]
 [ 5.42898035e-06 -8.65346491e-07 -5.20123911e-06 ...  3.12867951e-06
  -2.48228025e-06 -1.47198462e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_9,14_POST_9,high,14,POST,9,"[[ 8.48676109e-06  4.49720049e-06  7.58305788e-07 ... -3.12105715e-07
   2.42680341e-07  3.95104337e-06]
 [ 8.21233082e-06  6.14411497e-06  5.50900507e-06 ...  2.64181828e-06
   2.02079368e-06  3.22026944e-06]
 [-7.39580631e-06 -7.06483650e-06 -6.24013662e-06 ...  5.41002893e-06
   1.40069151e-06  1.86595368e-06]
 ...
 [ 1.54564438e-05  1.20727749e-05  1.17557163e-05 ... -1.35985172e-06
   2.72529912e-06  3.10442114e-06]
 [-1.59152043e-06 -5.61997509e-06 -2.80779672e-06 ... -7.72470999e-06
  -4.03360701e-06 -6.81465101e-06]
 [-1.83575153e-06  4.94379663e-06  7.51055527e-06 ...  4.59952211e-06
   5.26920843e-06  2.26328301e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_10,14_POST_10,high,14,POST,10,"[[ 3.15836549e-06  7.54073668e-06  5.42132568e-06 ...  6.26178086e-07
   3.91477346e-06  9.10088658e-07]
 [ 5.47214460e-06  5.52181292e-06  1.00470448e-05 ... -3.32417965e-07
   1.46940708e-06  1.96731639e-06]
 [ 5.21012783e-06 -1.39030054e-07  1.08818989e-05 ...  7.77658558e-06
   7.69069767e-06  1.02698889e-05]
 ...
 [-7.97482967e-07  4.71827221e-06 -3.42341423e-06 ...  1.60810661e-06
   2.74645805e-06  3.09907287e-07]
 [-1.02097397e-05 -8.19450665e-06 -1.41018038e-05 ...  7.31578171e-07
  -3.16108561e-06 -3.86554933e-06]
 [ 1.08252549e-06 -1.11242950e-06 -7.60297632e-06 ... -3.68959785e-06
  -5.15684414e-06 -5.44177532e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
14_POST_11,14_POST_11,high,14,POST,11,"[[ 4.20068216e-06  4.30199385e-06  3.97649360e-06 ... -1.11672938e-06
  -9.96452868e-07 -1.36883640e-06]
 [ 2.44181737e-07  1.63613260e-06  4.83797121e-06 ... -7.67548180e-06
  -5.65799522e-06 -6.35390377e-06]
 [ 6.49404001e-06  6.33981133e-06  1.08656778e-05 ...  7.89340353e-06
   1.30495586e-05  1.23038177e-05]
 ...
 [ 1.02643237e-07  4.91168213e-06  4.88539398e-07 ... -6.93673086e-06
  -5.97530603e-06 -4.80093622e-06]
 [-1.90312159e-06 -4.09121370e-06 -6.28954887e-06 ... -6.97537231e-06
  -2.92612982e-06 -7.63758898e-06]
 [-5.36191988e-06 -4.53331947e-06 -7.52762890e-06 ...  9.01668906e-07
  -5.39123058e-06 -2.57194257e-06]]","['F7', 'F3', 'FZ', 'F4', 'F8', 'C3', 'C4', 'T7', 'CZ', 'T8', 'P3', 'PZ', 'P4', 'OZ', 'PO3', 'PO4']"
