Group,Condition,Subject_i,Subject_j,Window_i,Window_j,Distance,Subject_ij
high,NH,02,09,16,16,5.273755784861425,"('02', '09')"
high,NH,02,10,16,16,5.62598858442844,"('02', '10')"
high,NH,02,11,16,16,8.656633539064378,"('02', '11')"
high,NH,02,13,16,16,4.9188221370794745,"('02', '13')"
high,NH,02,14,16,16,5.888895349103044,"('02', '14')"
high,NH,02,15,16,16,4.2654591948863265,"('02', '15')"
high,NH,02,16,16,16,5.52888099535884,"('02', '16')"
high,NH,02,01,17,17,6.827587512070483,"('02', '01')"
high,NH,02,02,17,17,0.0,"('02', '02')"
high,NH,02,03,17,17,4.906007261990814,"('02', '03')"
high,NH,02,04,17,17,5.331875954583241,"('02', '04')"
high,NH,02,05,17,17,7.6232217392168184,"('02', '05')"
high,NH,02,06,17,17,4.944715962496577,"('02', '06')"
high,NH,02,07,17,17,5.281142325000696,"('02', '07')"
high,NH,02,08,17,17,7.1733911592784345,"('02', '08')"
high,NH,02,09,17,17,6.882311940591653,"('02', '09')"
high,NH,02,10,17,17,7.928297927310174,"('02', '10')"
high,NH,02,11,17,17,8.277403513119436,"('02', '11')"
high,NH,02,13,17,17,5.462053560196889,"('02', '13')"
high,NH,02,14,17,17,7.055826280147353,"('02', '14')"
high,NH,02,15,17,17,5.770693537522426,"('02', '15')"
high,NH,02,16,17,17,6.8303988493161345,"('02', '16')"
high,NH,03,01,0,0,6.493012888535139,"('03', '01')"
high,NH,03,02,0,0,6.772570575561628,"('03', '02')"
high,NH,03,03,0,0,0.0,"('03', '03')"
high,NH,03,04,0,0,7.441314845375291,"('03', '04')"
high,NH,03,05,0,0,9.307389233447315,"('03', '05')"
high,NH,03,06,0,0,6.8696068292247245,"('03', '06')"
high,NH,03,07,0,0,8.278995328749117,"('03', '07')"
high,NH,03,08,0,0,8.334251632714736,"('03', '08')"
high,NH,03,09,0,0,6.974506486922929,"('03', '09')"
high,NH,03,10,0,0,8.091484521728324,"('03', '10')"
high,NH,03,11,0,0,6.962917514507614,"('03', '11')"
high,NH,03,13,0,0,6.929279777691843,"('03', '13')"
high,NH,03,14,0,0,8.399783308596241,"('03', '14')"
high,NH,03,15,0,0,7.65874638198455,"('03', '15')"
high,NH,03,16,0,0,7.3779735196459795,"('03', '16')"
high,NH,03,01,1,1,7.3082319579722235,"('03', '01')"
high,NH,03,02,1,1,4.771665257852913,"('03', '02')"
high,NH,03,03,1,1,0.0,"('03', '03')"
high,NH,03,04,1,1,4.906511861140889,"('03', '04')"
high,NH,03,05,1,1,8.942286461590424,"('03', '05')"
high,NH,03,06,1,1,4.734980457857567,"('03', '06')"
high,NH,03,07,1,1,4.595125388315534,"('03', '07')"
high,NH,03,08,1,1,6.182341350881467,"('03', '08')"
high,NH,03,09,1,1,5.482257503943317,"('03', '09')"
high,NH,03,10,1,1,5.20099220308761,"('03', '10')"
high,NH,03,11,1,1,5.917537149156145,"('03', '11')"
high,NH,03,13,1,1,5.360731206598322,"('03', '13')"
high,NH,03,14,1,1,7.987050261852263,"('03', '14')"
high,NH,03,15,1,1,4.686053153162,"('03', '15')"
high,NH,03,16,1,1,7.164162279225934,"('03', '16')"
high,NH,03,01,2,2,6.613612759847039,"('03', '01')"
high,NH,03,02,2,2,5.41085996040416,"('03', '02')"
high,NH,03,03,2,2,0.0,"('03', '03')"
high,NH,03,04,2,2,4.945866201224464,"('03', '04')"
high,NH,03,05,2,2,8.530327125208139,"('03', '05')"
high,NH,03,06,2,2,4.948908293663631,"('03', '06')"
high,NH,03,07,2,2,5.535536872243303,"('03', '07')"
high,NH,03,08,2,2,6.172974553544359,"('03', '08')"
high,NH,03,09,2,2,6.609038542726686,"('03', '09')"
high,NH,03,10,2,2,6.745914297069967,"('03', '10')"
high,NH,03,11,2,2,8.945984716718444,"('03', '11')"
high,NH,03,13,2,2,5.718208238900462,"('03', '13')"
high,NH,03,14,2,2,8.132912387074517,"('03', '14')"
high,NH,03,15,2,2,4.709658274641465,"('03', '15')"
high,NH,03,16,2,2,5.366972610993547,"('03', '16')"
high,NH,03,01,3,3,6.858421514577148,"('03', '01')"
high,NH,03,02,3,3,5.878651085199193,"('03', '02')"
high,NH,03,03,3,3,0.0,"('03', '03')"
high,NH,03,04,3,3,5.392078385831486,"('03', '04')"
high,NH,03,05,3,3,7.152758926849689,"('03', '05')"
high,NH,03,06,3,3,5.261618835792833,"('03', '06')"
high,NH,03,07,3,3,6.99560000289171,"('03', '07')"
high,NH,03,08,3,3,5.7048625896962735,"('03', '08')"
high,NH,03,09,3,3,5.262684839684498,"('03', '09')"
high,NH,03,10,3,3,5.79652468498763,"('03', '10')"
high,NH,03,11,3,3,5.25954591174466,"('03', '11')"
high,NH,03,13,3,3,5.118266038868084,"('03', '13')"
high,NH,03,14,3,3,8.19398151051924,"('03', '14')"
high,NH,03,15,3,3,6.82385850413934,"('03', '15')"
high,NH,03,16,3,3,6.433503952597673,"('03', '16')"
high,NH,03,01,4,4,6.288678015408582,"('03', '01')"
high,NH,03,02,4,4,4.620343409346098,"('03', '02')"
high,NH,03,03,4,4,0.0,"('03', '03')"
high,NH,03,04,4,4,4.4012058106771885,"('03', '04')"
high,NH,03,05,4,4,8.220926631812958,"('03', '05')"
high,NH,03,06,4,4,4.540372470495844,"('03', '06')"
high,NH,03,07,4,4,6.063019074714405,"('03', '07')"
high,NH,03,08,4,4,6.4636897269125635,"('03', '08')"
high,NH,03,09,4,4,5.277722293782289,"('03', '09')"
high,NH,03,10,4,4,5.316555892896119,"('03', '10')"
high,NH,03,11,4,4,5.787243610739703,"('03', '11')"
high,NH,03,13,4,4,5.762118270960742,"('03', '13')"
high,NH,03,14,4,4,8.699284690918333,"('03', '14')"
high,NH,03,15,4,4,4.374093644866215,"('03', '15')"
high,NH,03,16,4,4,4.534923570209465,"('03', '16')"
high,NH,03,01,5,5,7.7689064552581675,"('03', '01')"
high,NH,03,02,5,5,3.9485576010482624,"('03', '02')"
high,NH,03,03,5,5,0.0,"('03', '03')"
high,NH,03,04,5,5,4.878175437289894,"('03', '04')"
high,NH,03,05,5,5,8.961827994050504,"('03', '05')"
high,NH,03,06,5,5,5.274630437317569,"('03', '06')"
high,NH,03,07,5,5,3.9799660375146897,"('03', '07')"
high,NH,03,08,5,5,8.223849187498399,"('03', '08')"
high,NH,03,09,5,5,5.068738361781793,"('03', '09')"
high,NH,03,10,5,5,3.998601562570445,"('03', '10')"
high,NH,03,11,5,5,5.8969771344851045,"('03', '11')"
high,NH,03,13,5,5,4.924713002399932,"('03', '13')"
high,NH,03,14,5,5,7.878266933030827,"('03', '14')"
high,NH,03,15,5,5,4.271606720432361,"('03', '15')"
high,NH,03,16,5,5,4.807931038232393,"('03', '16')"
high,NH,03,01,6,6,5.978423708598507,"('03', '01')"
high,NH,03,02,6,6,4.49189530766485,"('03', '02')"
high,NH,03,03,6,6,0.0,"('03', '03')"
high,NH,03,04,6,6,4.886033182424133,"('03', '04')"
high,NH,03,05,6,6,9.026297917904444,"('03', '05')"
high,NH,03,06,6,6,4.736065584707718,"('03', '06')"
high,NH,03,07,6,6,5.230008616075582,"('03', '07')"
high,NH,03,08,6,6,7.646829089688247,"('03', '08')"
high,NH,03,09,6,6,5.077722360521408,"('03', '09')"
high,NH,03,10,6,6,5.353013340429977,"('03', '10')"
high,NH,03,11,6,6,7.437214100088129,"('03', '11')"
high,NH,03,13,6,6,5.302437702428918,"('03', '13')"
high,NH,03,14,6,6,8.861985945239775,"('03', '14')"
high,NH,03,15,6,6,3.890350615792885,"('03', '15')"
high,NH,03,16,6,6,3.7161320446325936,"('03', '16')"
high,NH,03,01,7,7,6.464247941868862,"('03', '01')"
high,NH,03,02,7,7,6.874172493463304,"('03', '02')"
high,NH,03,03,7,7,0.0,"('03', '03')"
high,NH,03,04,7,7,4.080617846806267,"('03', '04')"
high,NH,03,05,7,7,8.437957923626447,"('03', '05')"
high,NH,03,06,7,7,4.904194610315046,"('03', '06')"
high,NH,03,07,7,7,5.796412540948603,"('03', '07')"
high,NH,03,08,7,7,6.103584631048805,"('03', '08')"
high,NH,03,09,7,7,3.8070306519843675,"('03', '09')"
high,NH,03,10,7,7,4.677571460061114,"('03', '10')"
high,NH,03,11,7,7,5.406157775084214,"('03', '11')"
high,NH,03,13,7,7,4.545018598808191,"('03', '13')"
high,NH,03,14,7,7,9.09144973692541,"('03', '14')"
high,NH,03,15,7,7,4.453420037032073,"('03', '15')"
high,NH,03,16,7,7,4.681377211134153,"('03', '16')"
high,NH,03,01,8,8,7.727527349142715,"('03', '01')"
high,NH,03,02,8,8,5.964031958541351,"('03', '02')"
high,NH,03,03,8,8,0.0,"('03', '03')"
high,NH,03,04,8,8,3.7326267456571056,"('03', '04')"
high,NH,03,05,8,8,8.955773173448856,"('03', '05')"
high,NH,03,06,8,8,5.15585236609852,"('03', '06')"
high,NH,03,07,8,8,5.1049872354080845,"('03', '07')"
high,NH,03,08,8,8,6.571488832730791,"('03', '08')"
high,NH,03,09,8,8,5.67287730482305,"('03', '09')"
high,NH,03,10,8,8,5.218449336951733,"('03', '10')"
high,NH,03,11,8,8,6.392015460200777,"('03', '11')"
high,NH,03,13,8,8,5.548038086511583,"('03', '13')"
high,NH,03,14,8,8,8.315873545343452,"('03', '14')"
high,NH,03,15,8,8,4.201196772327007,"('03', '15')"
high,NH,03,16,8,8,6.493239584915657,"('03', '16')"
high,NH,03,01,9,9,7.0701660035992635,"('03', '01')"
high,NH,03,02,9,9,5.059314517659103,"('03', '02')"
high,NH,03,03,9,9,0.0,"('03', '03')"
high,NH,03,04,9,9,4.100908493382461,"('03', '04')"
high,NH,03,05,9,9,8.0325749473754,"('03', '05')"
high,NH,03,06,9,9,4.6971348349779625,"('03', '06')"
high,NH,03,07,9,9,6.213145886753048,"('03', '07')"
high,NH,03,08,9,9,6.078422733452092,"('03', '08')"
high,NH,03,09,9,9,4.009816066690555,"('03', '09')"
high,NH,03,10,9,9,5.231488080814388,"('03', '10')"
high,NH,03,11,9,9,6.010801560886841,"('03', '11')"
high,NH,03,13,9,9,7.768236160957853,"('03', '13')"
high,NH,03,14,9,9,8.014586386304229,"('03', '14')"
high,NH,03,15,9,9,4.8316514601801925,"('03', '15')"
high,NH,03,16,9,9,4.863906837679389,"('03', '16')"
high,NH,03,01,10,10,5.9286229626121445,"('03', '01')"
high,NH,03,02,10,10,3.7717532922725376,"('03', '02')"
high,NH,03,03,10,10,0.0,"('03', '03')"
high,NH,03,04,10,10,4.400077671152031,"('03', '04')"
high,NH,03,05,10,10,5.7783396009622825,"('03', '05')"
high,NH,03,06,10,10,4.387599613681522,"('03', '06')"
high,NH,03,07,10,10,4.861521066048795,"('03', '07')"
high,NH,03,08,10,10,4.717321244503504,"('03', '08')"
high,NH,03,09,10,10,6.404436149253836,"('03', '09')"
high,NH,03,10,10,10,5.596275375483732,"('03', '10')"
high,NH,03,11,10,10,5.255747915175058,"('03', '11')"
high,NH,03,13,10,10,7.036248797325325,"('03', '13')"
high,NH,03,14,10,10,7.453011091094298,"('03', '14')"
high,NH,03,15,10,10,5.353555841219567,"('03', '15')"
high,NH,03,16,10,10,5.63568308332369,"('03', '16')"
high,NH,03,01,11,11,6.514520228168593,"('03', '01')"
high,NH,03,02,11,11,4.651639177753522,"('03', '02')"
high,NH,03,03,11,11,0.0,"('03', '03')"
high,NH,03,04,11,11,5.034565592043969,"('03', '04')"
high,NH,03,05,11,11,9.259690336306946,"('03', '05')"
high,NH,03,06,11,11,5.249043304878735,"('03', '06')"
high,NH,03,07,11,11,5.721926849233346,"('03', '07')"
high,NH,03,08,11,11,7.166848252646399,"('03', '08')"
high,NH,03,09,11,11,4.779397014276807,"('03', '09')"
high,NH,03,10,11,11,7.488609353875603,"('03', '10')"
high,NH,03,11,11,11,5.634667125111561,"('03', '11')"
high,NH,03,13,11,11,6.042824361374477,"('03', '13')"
high,NH,03,14,11,11,9.686738482122808,"('03', '14')"
high,NH,03,15,11,11,5.306083800729653,"('03', '15')"
high,NH,03,16,11,11,5.898673288504568,"('03', '16')"
high,NH,03,01,12,12,6.60571594145893,"('03', '01')"
high,NH,03,02,12,12,5.329445031886823,"('03', '02')"
high,NH,03,03,12,12,0.0,"('03', '03')"
high,NH,03,04,12,12,5.366286526698392,"('03', '04')"
high,NH,03,05,12,12,9.329538200546796,"('03', '05')"
high,NH,03,06,12,12,5.022205560786317,"('03', '06')"
high,NH,03,07,12,12,6.777485437399989,"('03', '07')"
high,NH,03,08,12,12,7.048965860446998,"('03', '08')"
high,NH,03,09,12,12,6.396885820513878,"('03', '09')"
high,NH,03,10,12,12,6.020925705628007,"('03', '10')"
high,NH,03,11,12,12,5.471611569451865,"('03', '11')"
high,NH,03,13,12,12,7.0142221757231615,"('03', '13')"
high,NH,03,14,12,12,8.592356185327661,"('03', '14')"
high,NH,03,15,12,12,5.6947371257178965,"('03', '15')"
high,NH,03,16,12,12,5.942341243441762,"('03', '16')"
high,NH,03,01,13,13,7.113195605088767,"('03', '01')"
high,NH,03,02,13,13,7.164277151102348,"('03', '02')"
high,NH,03,03,13,13,0.0,"('03', '03')"
high,NH,03,04,13,13,5.003864504579156,"('03', '04')"
high,NH,03,05,13,13,8.66637027998289,"('03', '05')"
high,NH,03,06,13,13,4.723713310000014,"('03', '06')"
high,NH,03,07,13,13,6.315801926088095,"('03', '07')"
high,NH,03,08,13,13,6.735330589672645,"('03', '08')"
high,NH,03,09,13,13,5.455628382959,"('03', '09')"
high,NH,03,10,13,13,7.39626180886884,"('03', '10')"
high,NH,03,11,13,13,6.03128024041177,"('03', '11')"
high,NH,03,13,13,13,5.868803468377932,"('03', '13')"
high,NH,03,14,13,13,7.10640490464175,"('03', '14')"
high,NH,03,15,13,13,7.1724228538524875,"('03', '15')"
high,NH,03,16,13,13,6.841027830669335,"('03', '16')"
high,NH,03,01,14,14,8.446098955994252,"('03', '01')"
high,NH,03,02,14,14,4.385175440582312,"('03', '02')"
high,NH,03,03,14,14,0.0,"('03', '03')"
high,NH,03,04,14,14,4.023443854332599,"('03', '04')"
high,NH,03,05,14,14,12.00071129877815,"('03', '05')"
high,NH,03,06,14,14,6.172641773548806,"('03', '06')"
high,NH,03,07,14,14,4.352447902827545,"('03', '07')"
high,NH,03,08,14,14,7.037242228163862,"('03', '08')"
high,NH,03,09,14,14,5.2276153067646955,"('03', '09')"
high,NH,03,10,14,14,5.532707409543231,"('03', '10')"
high,NH,03,11,14,14,6.949704467838954,"('03', '11')"
high,NH,03,13,14,14,6.991162581616839,"('03', '13')"
high,NH,03,14,14,14,9.261174937391244,"('03', '14')"
high,NH,03,15,14,14,6.247816428837348,"('03', '15')"
high,NH,03,16,14,14,6.073627368486101,"('03', '16')"
high,NH,03,01,15,15,6.551054056932571,"('03', '01')"
high,NH,03,02,15,15,4.444137980011966,"('03', '02')"
high,NH,03,03,15,15,0.0,"('03', '03')"
high,NH,03,04,15,15,4.770030502457379,"('03', '04')"
high,NH,03,05,15,15,10.222029854939638,"('03', '05')"
high,NH,03,06,15,15,4.722572839488891,"('03', '06')"
high,NH,03,07,15,15,5.0072872024463475,"('03', '07')"
high,NH,03,08,15,15,7.359932636288117,"('03', '08')"
high,NH,03,09,15,15,4.236110363421251,"('03', '09')"
high,NH,03,10,15,15,5.68939387735443,"('03', '10')"
high,NH,03,11,15,15,7.622905897913125,"('03', '11')"
high,NH,03,13,15,15,5.227450444903339,"('03', '13')"
high,NH,03,14,15,15,7.202278192340513,"('03', '14')"
high,NH,03,15,15,15,4.524151626358344,"('03', '15')"
high,NH,03,16,15,15,4.525110938980339,"('03', '16')"
high,NH,03,01,16,16,7.2063512185459775,"('03', '01')"
high,NH,03,02,16,16,4.00229066425245,"('03', '02')"
high,NH,03,03,16,16,0.0,"('03', '03')"
high,NH,03,04,16,16,5.265594334818428,"('03', '04')"
high,NH,03,05,16,16,9.452068343302258,"('03', '05')"
high,NH,03,06,16,16,5.791786571154979,"('03', '06')"
high,NH,03,07,16,16,4.906725612760799,"('03', '07')"
high,NH,03,08,16,16,7.615375037089156,"('03', '08')"
high,NH,03,09,16,16,6.014527307717926,"('03', '09')"
high,NH,03,10,16,16,5.879213705960552,"('03', '10')"
high,NH,03,11,16,16,8.48732475809132,"('03', '11')"
high,NH,03,13,16,16,5.146272946089392,"('03', '13')"
high,NH,03,14,16,16,6.740981854714766,"('03', '14')"
high,NH,03,15,16,16,5.059146581751468,"('03', '15')"
high,NH,03,16,16,16,5.399405330244734,"('03', '16')"
high,NH,03,01,17,17,7.770383980985084,"('03', '01')"
high,NH,03,02,17,17,4.906007261990814,"('03', '02')"
high,NH,03,03,17,17,0.0,"('03', '03')"
high,NH,03,04,17,17,5.391063941553368,"('03', '04')"
high,NH,03,05,17,17,7.556885218932192,"('03', '05')"
high,NH,03,06,17,17,5.397604942923521,"('03', '06')"
high,NH,03,07,17,17,4.611677526886737,"('03', '07')"
high,NH,03,08,17,17,6.802333668713719,"('03', '08')"
high,NH,03,09,17,17,6.807060153163876,"('03', '09')"
high,NH,03,10,17,17,7.12696195184548,"('03', '10')"
high,NH,03,11,17,17,7.577813167481705,"('03', '11')"
high,NH,03,13,17,17,5.158988245682846,"('03', '13')"
high,NH,03,14,17,17,7.263301624480955,"('03', '14')"
high,NH,03,15,17,17,5.857654778989005,"('03', '15')"
high,NH,03,16,17,17,6.863088110503025,"('03', '16')"
high,NH,04,01,0,0,7.184121966030146,"('04', '01')"
high,NH,04,02,0,0,5.568416556474343,"('04', '02')"
high,NH,04,03,0,0,7.441314845375291,"('04', '03')"
high,NH,04,04,0,0,0.0,"('04', '04')"
high,NH,04,05,0,0,10.081323763841755,"('04', '05')"
high,NH,04,06,0,0,5.852543257033214,"('04', '06')"
high,NH,04,07,0,0,6.502937911134774,"('04', '07')"
high,NH,04,08,0,0,9.062642631775587,"('04', '08')"
high,NH,04,09,0,0,4.521176205401874,"('04', '09')"
high,NH,04,10,0,0,7.047984895526242,"('04', '10')"
high,NH,04,11,0,0,6.891178863170258,"('04', '11')"
high,NH,04,13,0,0,5.500467209497604,"('04', '13')"
high,NH,04,14,0,0,7.596559268162791,"('04', '14')"
high,NH,04,15,0,0,4.2862449012679615,"('04', '15')"
high,NH,04,16,0,0,5.3057352621633616,"('04', '16')"
high,NH,04,01,1,1,7.086601437139636,"('04', '01')"
high,NH,04,02,1,1,5.9230938417302275,"('04', '02')"
high,NH,04,03,1,1,4.906511861140889,"('04', '03')"
high,NH,04,04,1,1,0.0,"('04', '04')"
high,NH,04,05,1,1,10.1774285276871,"('04', '05')"
high,NH,04,06,1,1,5.213938781413269,"('04', '06')"
high,NH,04,07,1,1,5.280432105670724,"('04', '07')"
high,NH,04,08,1,1,6.51159978509996,"('04', '08')"
high,NH,04,09,1,1,5.364355467944533,"('04', '09')"
high,NH,04,10,1,1,5.991626950090791,"('04', '10')"
high,NH,04,11,1,1,6.5598251412430875,"('04', '11')"
high,NH,04,13,1,1,5.43230739342437,"('04', '13')"
high,NH,04,14,1,1,8.595227406530794,"('04', '14')"
high,NH,04,15,1,1,4.4401773664033115,"('04', '15')"
high,NH,04,16,1,1,6.984709158205105,"('04', '16')"
high,NH,04,01,2,2,7.509663170803152,"('04', '01')"
high,NH,04,02,2,2,6.182537533666556,"('04', '02')"
high,NH,04,03,2,2,4.945866201224464,"('04', '03')"
high,NH,04,04,2,2,0.0,"('04', '04')"
high,NH,04,05,2,2,9.101126305958744,"('04', '05')"
high,NH,04,06,2,2,5.4496527774144665,"('04', '06')"
high,NH,04,07,2,2,5.745732807299893,"('04', '07')"
high,NH,04,08,2,2,6.265902360102909,"('04', '08')"
high,NH,04,09,2,2,6.381669455496591,"('04', '09')"
high,NH,04,10,2,2,6.631992713344719,"('04', '10')"
high,NH,04,11,2,2,10.230189581823184,"('04', '11')"
high,NH,04,13,2,2,6.051419524169104,"('04', '13')"
high,NH,04,14,2,2,8.690367601454492,"('04', '14')"
high,NH,04,15,2,2,5.05276881097597,"('04', '15')"
high,NH,04,16,2,2,6.571766392444358,"('04', '16')"
high,NH,04,01,3,3,7.462923021435,"('04', '01')"
high,NH,04,02,3,3,4.992964016490349,"('04', '02')"
high,NH,04,03,3,3,5.392078385831486,"('04', '03')"
high,NH,04,04,3,3,0.0,"('04', '04')"
high,NH,04,05,3,3,8.551322934846569,"('04', '05')"
high,NH,04,06,3,3,5.652591415702495,"('04', '06')"
high,NH,04,07,3,3,5.903704570465666,"('04', '07')"
high,NH,04,08,3,3,6.232160632620331,"('04', '08')"
high,NH,04,09,3,3,5.346673593137187,"('04', '09')"
high,NH,04,10,3,3,6.285167138617095,"('04', '10')"
high,NH,04,11,3,3,7.155335280390824,"('04', '11')"
high,NH,04,13,3,3,4.448645241336738,"('04', '13')"
high,NH,04,14,3,3,8.261451081233847,"('04', '14')"
high,NH,04,15,3,3,4.88468868610418,"('04', '15')"
high,NH,04,16,3,3,6.451673501212449,"('04', '16')"
high,NH,04,01,4,4,7.720071816667109,"('04', '01')"
high,NH,04,02,4,4,4.949611195367606,"('04', '02')"
high,NH,04,03,4,4,4.4012058106771885,"('04', '03')"
high,NH,04,04,4,4,0.0,"('04', '04')"
high,NH,04,05,4,4,9.123660678128823,"('04', '05')"
high,NH,04,06,4,4,5.5948544920362,"('04', '06')"
high,NH,04,07,4,4,5.14622619551845,"('04', '07')"
high,NH,04,08,4,4,6.459696218327808,"('04', '08')"
high,NH,04,09,4,4,5.605105629426,"('04', '09')"
high,NH,04,10,4,4,5.833196733829596,"('04', '10')"
high,NH,04,11,4,4,8.102597926952072,"('04', '11')"
high,NH,04,13,4,4,5.138671257164221,"('04', '13')"
high,NH,04,14,4,4,9.70118184907039,"('04', '14')"
high,NH,04,15,4,4,3.9326039279267784,"('04', '15')"
high,NH,04,16,4,4,5.801384239815111,"('04', '16')"
high,NH,04,01,5,5,8.53867925588063,"('04', '01')"
high,NH,04,02,5,5,4.313706866291696,"('04', '02')"
high,NH,04,03,5,5,4.878175437289894,"('04', '03')"
high,NH,04,04,5,5,0.0,"('04', '04')"
high,NH,04,05,5,5,8.959182867722992,"('04', '05')"
high,NH,04,06,5,5,5.2023235061351265,"('04', '06')"
high,NH,04,07,5,5,4.394194095907494,"('04', '07')"
high,NH,04,08,5,5,8.13872124478288,"('04', '08')"
high,NH,04,09,5,5,6.382646478171637,"('04', '09')"
high,NH,04,10,5,5,7.110478873474936,"('04', '10')"
high,NH,04,11,5,5,7.431076163166051,"('04', '11')"
high,NH,04,13,5,5,5.365584509280735,"('04', '13')"
high,NH,04,14,5,5,7.015675714673235,"('04', '14')"
high,NH,04,15,5,5,5.6370271216363,"('04', '15')"
high,NH,04,16,5,5,6.632288579078487,"('04', '16')"
high,NH,04,01,6,6,8.229885708675516,"('04', '01')"
high,NH,04,02,6,6,5.243818340377881,"('04', '02')"
high,NH,04,03,6,6,4.886033182424133,"('04', '03')"
high,NH,04,04,6,6,0.0,"('04', '04')"
high,NH,04,05,6,6,8.971579972482742,"('04', '05')"
high,NH,04,06,6,6,6.063360377497699,"('04', '06')"
high,NH,04,07,6,6,5.113327780718307,"('04', '07')"
high,NH,04,08,6,6,7.151973793758175,"('04', '08')"
high,NH,04,09,6,6,6.375688106669543,"('04', '09')"
high,NH,04,10,6,6,5.78532855276471,"('04', '10')"
high,NH,04,11,6,6,8.846462395815564,"('04', '11')"
high,NH,04,13,6,6,4.039836529676239,"('04', '13')"
high,NH,04,14,6,6,9.423627429531383,"('04', '14')"
high,NH,04,15,6,6,4.883697596860783,"('04', '15')"
high,NH,04,16,6,6,5.234680012898601,"('04', '16')"
high,NH,04,01,7,7,7.975942555044572,"('04', '01')"
high,NH,04,02,7,7,6.873109985537983,"('04', '02')"
high,NH,04,03,7,7,4.080617846806267,"('04', '03')"
high,NH,04,04,7,7,0.0,"('04', '04')"
high,NH,04,05,7,7,9.265599855231278,"('04', '05')"
high,NH,04,06,7,7,5.468422388009668,"('04', '06')"
high,NH,04,07,7,7,5.697297003330905,"('04', '07')"
high,NH,04,08,7,7,6.842278703202409,"('04', '08')"
high,NH,04,09,7,7,4.673713145340382,"('04', '09')"
high,NH,04,10,7,7,5.693180579137181,"('04', '10')"
high,NH,04,11,7,7,7.374930882291594,"('04', '11')"
high,NH,04,13,7,7,5.12837411669699,"('04', '13')"
high,NH,04,14,7,7,9.760480242316252,"('04', '14')"
high,NH,04,15,7,7,4.59901345110036,"('04', '15')"
high,NH,04,16,7,7,5.991635417576674,"('04', '16')"
high,NH,04,01,8,8,7.955923418988904,"('04', '01')"
high,NH,04,02,8,8,5.662100986955429,"('04', '02')"
high,NH,04,03,8,8,3.7326267456571056,"('04', '03')"
high,NH,04,04,8,8,0.0,"('04', '04')"
high,NH,04,05,8,8,9.056351626285489,"('04', '05')"
high,NH,04,06,8,8,5.549580888247493,"('04', '06')"
high,NH,04,07,8,8,5.301289591513556,"('04', '07')"
high,NH,04,08,8,8,6.67143711369866,"('04', '08')"
high,NH,04,09,8,8,5.659180318824,"('04', '09')"
high,NH,04,10,8,8,6.174816253018025,"('04', '10')"
high,NH,04,11,8,8,6.9726829915191235,"('04', '11')"
high,NH,04,13,8,8,4.782127087070313,"('04', '13')"
high,NH,04,14,8,8,8.162807333324844,"('04', '14')"
high,NH,04,15,8,8,4.3141163798329005,"('04', '15')"
high,NH,04,16,8,8,6.451997748997326,"('04', '16')"
high,NH,04,01,9,9,7.614871968531064,"('04', '01')"
high,NH,04,02,9,9,4.8194401201842,"('04', '02')"
high,NH,04,03,9,9,4.100908493382461,"('04', '03')"
high,NH,04,04,9,9,0.0,"('04', '04')"
high,NH,04,05,9,9,8.885846365422536,"('04', '05')"
high,NH,04,06,9,9,5.053377573828911,"('04', '06')"
high,NH,04,07,9,9,5.189950299287863,"('04', '07')"
high,NH,04,08,9,9,6.23521570819136,"('04', '08')"
high,NH,04,09,9,9,4.862368700311885,"('04', '09')"
high,NH,04,10,9,9,6.2535843103820765,"('04', '10')"
high,NH,04,11,9,9,6.563103932388832,"('04', '11')"
high,NH,04,13,9,9,7.1018875607563565,"('04', '13')"
high,NH,04,14,9,9,7.624743511776696,"('04', '14')"
high,NH,04,15,9,9,4.124297932895202,"('04', '15')"
high,NH,04,16,9,9,5.880199995616139,"('04', '16')"
high,NH,04,01,10,10,6.63871272521455,"('04', '01')"
high,NH,04,02,10,10,5.278050480242442,"('04', '02')"
high,NH,04,03,10,10,4.400077671152031,"('04', '03')"
high,NH,04,04,10,10,0.0,"('04', '04')"
high,NH,04,05,10,10,7.689771788921963,"('04', '05')"
high,NH,04,06,10,10,4.930068550695728,"('04', '06')"
high,NH,04,07,10,10,4.948918279485925,"('04', '07')"
high,NH,04,08,10,10,6.056396214542388,"('04', '08')"
high,NH,04,09,10,10,5.362013564395326,"('04', '09')"
high,NH,04,10,10,10,5.733871483006754,"('04', '10')"
high,NH,04,11,10,10,6.700576867760836,"('04', '11')"
high,NH,04,13,10,10,7.427224477141647,"('04', '13')"
high,NH,04,14,10,10,8.0922563654057,"('04', '14')"
high,NH,04,15,10,10,4.278831128621325,"('04', '15')"
high,NH,04,16,10,10,6.060322157819659,"('04', '16')"
high,NH,04,01,11,11,8.108405712597358,"('04', '01')"
high,NH,04,02,11,11,4.7994777921904435,"('04', '02')"
high,NH,04,03,11,11,5.034565592043969,"('04', '03')"
high,NH,04,04,11,11,0.0,"('04', '04')"
high,NH,04,05,11,11,9.094512526728984,"('04', '05')"
high,NH,04,06,11,11,5.617987070794412,"('04', '06')"
high,NH,04,07,11,11,5.477960660242242,"('04', '07')"
high,NH,04,08,11,11,5.816265410764034,"('04', '08')"
high,NH,04,09,11,11,5.862437717403035,"('04', '09')"
high,NH,04,10,11,11,7.346391518095336,"('04', '10')"
high,NH,04,11,11,11,6.531800563944638,"('04', '11')"
